ARESTTYPEID;ARESTTYPE
3895;УНКГБ Латвийской ССР
3896;Эмильчинским РО НКГБ Житомирской обл.
3897;УНКГБ Волынской области
3898;УМГБ по Кокчетавской области
3899;УНКГБ по Гродненской области
3900;Зельвенским РОМ МГБ Гродненской области
3901;Севастопольским ГО УМГБ
3902;Сосновским РО УМГБ Ленинградской обл.
3903;ОББ УНКВД Барановичской области
3904;УНКТ Николаевской области
3905;Логишинским РО НКГБ Пинской области
3906;МГБ Литов.ССР
3907;Радунским РО МГБ Барановичской области
3908;Н-Вильн.РО МГБ Литов.ССР
3909;Ивьевским РО НКГБ Молодечненской области
3910;Отд.контрразведки "Смерш" 141 КСД
3911;Игналинским РО МГБ Лит.ССР
3912;УНКГБ г. Львова
3913;УМГБ Тарнопольской области
3914;1 отделением 2 отд.УМГБ Львов.обл., г.Львов [после побега - <AG>]
3915;Василишковским РО МГБ Гродненской области
3916;УНКГБ Сверловской области, арест. в театре г. Свердловска
3917;Управ.охраны УМГБ Ковельской ж.д.
3918;НКВД Белорусской СССР
3919;Владимир-Волынским ГО НКВД Волынской области
3920;УМГБ Дрогобычскиой области
3921;МГБ Утянского р-на Литов.ССР
3922;ОТО НКГБ ст. Коломыя Льв. ж.д.
3923;УМГБ Молодечненской области
3924;УНКГБ Станиславской обл.
3925;Контрразв.в/ч 02206
3926;Волковыским ГОМ УМГБ по Гродненской области
3927;НКГБ БССР
3928;Егорьевским ГО УНКГБ Московской обл. в госп. № 4849
3929;5 Отдел Оперсектора МГБ г. Берлина
3930;Юратишковским РО МГБ
3931;отд.контр.разведки "Смерш"7 отд.Армии
3932;5 отделом 97 по НКВД Литов.ССР
3933;Любчанским РО НКВД Барановичской обл.
3934;ОО НКВД 85 МСБ
3935;Опр."Смерш" 13.СК 00 НКВД г.Сухуми [ОКР "СМЕРШ" - <przyp. AG>]
3936;СО УНКГБ Рязанской обл. в г. Касимов
3937;5 отд.УМГБ Станиславской области
3938;Полонским РО НКВД Каменец-Подольской области
3939;Волковысский ГО НКВД Гродненск. обл.
3940;Калушским РО НКГБ
3941;ОКР. "СМЕРШ" 31 ЗСД
3942;УМГБ Полоцкой (Вилейской)
3943;Лидским ГРО МГБ Гродненской области
3944;УМГБ по Каунасскому району
3945;отд. упр. МГБ по Баранович.области
3946;Лидским РО НКГБ Баранович.обл.
3947;ОКР "СМЕРШ" 65 Армии
3948;5 отд. 97 Погранич. НКВД СССР
3949;Докшицким РО НКВД Полоцкой (Вилейской) обл.
3950;Волковыским ГО НКГБ по Белостокской области
3951;УНКГБ Литовской ССР
3952;Илукстским РО МГБ Латвийской ССР
3953;УНКГБ по Станиславской области
3954;НКГБ Молодечненской (Вилейской) области
3955;Отдел УМГБ Карагандинской области
3956;Юратишковский РО МГБ Молодечненск. обл.
3957;1 Отделение 2 Отдела УНКГБ по Кировской обл.
3958;ВТ 8 Гвард.Армии
3959;Гродненским РО МГБ
3960;МГБ Латвийской ССР
3961;УМВД г.Винница
3962;МГБ в/части п.п. 93210
3963;УОНКВД г.Биржай Литовской ССР
3964;Опер. отдел УЛВП-531
3965;Транспортн.отд.МГБ Львовской жел.дороги
3966;ОКР "СМЕРШ" 26 стрелк. дивизии
3967;Окр."СМЕРШ" 343 Стр.див.
3968;Вильнюсским ГОМ НКГБ Лит.ССР
3969;Миньковецким РО НКГБ Каменец-Подольской области
3970;Горняцким ГОМ Воркутинского ГОМ МВД Коми АССР
3971;Поставским РО МГБ Молодечненской области
3972;Калининским РОМ НКВД Сталинградской области
3973;УНКГБ по Николаевской области
3974;ОО МГБ ст.Н.Тагил Свердлов.ж.д.
3975;Отдел контрразв-1 Прибалт.фронта
3976;Опергруппа Сов.Воен.Адм.по Грайфсвальдск.р-ну
3977;Сопоцкинским РОМ МВД Гродненской области
3978;Швенчионским УО НКГБ Литовской ССР
3979;Докшицким РО НКВД Вилейской области
3980;УНКВД Львовской области
3981;УНКВД Вологодской области
3982;УНКГБ Станиславской области
3983;Волковысским ГРОМ ГБ Гродненской(Белостокской)
3984;ОКР МГБ 3-го бомбардировочного авиакорпуса
3985;МГБ Гродненской области
3986;РО МГБ Вильнюсского уезда Литов.ССР
3987;Особым Отделом НКВД Грязовецкого спецлагеря
3988;Паниловецким РО НКВД Львовской области
3989;УНКВД Новосибирской обл.
3990;Шерешевским РО МГБ Брестской области
3991;УНКВД по Кустанайской области
3992;Ивьевским РО РО НКВД Барановичской обл.
3993;Бердичевским ГОМГБ Житомирской области
3994;НКВД Могилевской области
3995;Алитусским УОНКВД Литовской ССР
3996;Плисским РО НКВД Полоцкой обл. в с. Подсвилье
3997;УНКВД Рязанской обл.
3998;РО НКГБ г.Браслав
3999;в г. Познань 4 отделом УКР "СМЕРШ" 1 БФ
4000;отделом контрразвед.НКО МГБ 1 Гвард.штурм.корп.
4001;Оперсектором Земли Бранденбург
4002;ТО НКГБ Львовской ж.д.
4003;2 отд. ОББ УНКВД Минской области
4004;Оперсект.земли Тюрингия
4005;Юратишковским РО МГБ Молодечнен.(Баранович)обл.
4006;МГБ СССР
4007;Борщевским РО МГБ Тарнопольской области
4008;УКР "СМЕРШ" 3 БФ
4009;УНКВД Волынской области
4010;Барашивским РО МГБ Житомирской области
4011;ОО НКВД Грязовецкого спецлагеря Вологод.обл.
4012;Отделением УМГБ Полоцкой области
4013;Отделом штаба в/ч 2141
4014;По приговору нарсуда Шальчинин.р-на
4015;ОКР "СМЕРШ" 39 Армии
