ARESTORGANID;ARESTORGAN
723;2.7.37 взята подписка о невыезде.
724;на ст. Малмыж Кировской обл
725;22.5.31 взята подписка о невыезде.
726;4.3.33 взята подписка о невыезде.
727;23.4.21 взята подписка о невыезде.
728;10.9.29 взята подписка о невыезде. Арестован повторно 2.2.30
729;22.11.19 взята подписка о невыезде.
730;21.5.21 взята подписка о невыезде.
731;1.8.32 взята подписка о невыезде.
732;13.10.19 взята подписка о невыезде.
733;28.1.29 взята подписка о невыезде.
734;12.5.38 взята подписка о невыезде.
735;5.5.31 взята подписка о невыезде.
736;3.10.30 Арестована
737;10.3.30 Арестован
738;14.6.33 взята подписка о невыезде.
739;3.8.36 взята подписка о невыезде.
740;8.6.31 взята подписка о невыезде.
741;9.5.38 взята подписка о невыезде.
742;15.6.39 взята подписка о невыезде.
743;16.5.33 взята подписка о невыезде.
744;Взята подписка о невыезде.
745;30.5.33 взята подписка о невыезде.
746;4.12.19 взята подписка о невыезде.
747;28.10.39 взята подписка о невыезде.
748;16.4.19 взята подписка о невыезде.
749;21.5.20 освобожден
750;12.5.44 взята подписка о невыезде.
751;12.4.30 взята подписка о невыезде.
752;25.6.36 взята подписка о невыезде
753;15.11.35 взята подписка о невыезде.
754;3.8.36 взята подписка о невыезде
755;1.11.32 взята подписка о невыезде.
756;4.4.27 взята подписка о невыезде.
757;30.8.32 взята подписка о невыезде.
758;21.2.30 взята подписка о невыезде.
759;1.2.37 Арестована
760;10.5.32 взята подписка о невыезде.
761;4.12.35 взята подписка о невыезде.
762;2.1.36 взята подписка о невыезде.
763;29.8.32 взята подписка о невыезде.
764;6.11.29 Арестован
765;31.5.33 взята подписка о невыезде.
766;12.6.31 взята подписка о невыезде.
767;19.4.21 взята подписка о невыезде.
768;5.1.31 взята подписка о невыезде.
769;29.5.32 взята подписка о невыезде.
770;23.11.29 взята подписка о невыезде.
771;21.10.30 взята подписка о невыезде.
772;14.1.30 взята подписка о невыезде.
773;23.10.29 взята подписка о невыезде.
774;20.7.31 взята подписка о невыезде.
775;9.6.31 взята подписка о невыезде.
776;26.3.30 взята подписка о невыезде.
777;26.1.29 взята подписка о невыезде.
778;2.3.30 взята подписка о невыезде.
779;14.5.33 взята подписка о невыезде.
780;1.4.30 взята подписка о невыезде.
781;9.4.30 взята подписка о невыезде.
782;27.3.30 Арестован
783;11.2.30 взята подписка о невыезде.
784;20.7.19 взята подписка о невыезде.
785;17.4.30 взята подписка о невыезде.
786;14.5.30 взята подписка о невыезде.
787;23.9.29 взята подписка о невыезде.
788;28.9.32 взята подписка о невыезде.
789;12.10.19 взята подписка о невыезде.
790;25.7.23 взята подписка о невыезде.
791;4.7.32 взята подписка о невыезде.
792;4.10.36 взята подписка о невыезде.
793;18.5.30 взята подписка о невыезде.
794;23.7.36 взята подписка о невыезде.
795;24.4.35 взята подписка о невыезде.
796;15.10.30 Арестован
797;22.9.30 взята подписка о невыезде.
798;20.6.33 взята подписка о невыезде.
799;2.4.30 взята подписка о невыезде.
800;24.11.32 взята подписка о невыезде.
801;13.11.37 Арестован
802;13.3.30 Арестована
803;26.5.32 взята подписка о невыезде.
804;5.3.30 взята подписка о невыезде.
805;7.3.30 взята подписка о невыезде.
806;20.8.30 взята подписка о невыезде.
807;28.2.43 взята подписка о невыезде.
808;7.10.32 взята подписка о невыезде.
809;18.4.28 взята подписка о невыезде.
810;9.12.37 Арестован
811;31.10.29 взята подписка о невыезде.
812;30.10.29 взята подписка о невыезде.
813;28.9.31 взята подписка о невыезде.
814;23.6.31 взята подписка о невыезде.
815;14.11.29 взята подписка о невыезде.
816;21.4.33 взята подписка о невыезде.
817;6.9.26 взята подписка о невыезде.
818;27.4.37 Арестован
819;1.10.32 взята подписка о невыезде.
820;19.4.40 взята подписка о невыезде.
821;22.9.35 взята подписка о невыезде.
822;7.1920 Арестован
823;10.8.32 взята подписка о невыезде.
824;15.5.32 взята подписка о невыезде.
825;29.4.29 взята подписка о невыезде.
826;30.4.33 взята подписка о невыезде.
827;27.5.31 взята подписка о невыезде
828;10.4.30 взята подписка о невыезде.
829;15.9.29 Арестован
830;21.9.19 взята подписка о невыезде.
831;23.10.32 взята подписка о невыезде.
832;20.10.19 взята подписка о невыезде.
833;7.1.29 взята подписка о невыезде.
834;4.11.22 взята подписка о невыезде. 23.12.22 повторно арестован, 3.3.23 освобожден
835;3.10.29 взята подписка о невыезде.
836;24.10.23 взята подписка о невыезде.
837;29.8.21 взята подписка о невыезде.
838;28.5.33 взята подписка о невыезде.
839;25.7.33 взята подписка о невыезде.
840;15.11.31 взята подписка о невыезде.
841;17.11.31 взята подписка о невыезде.
842;19.1.32 взята подписка о невыезде.
843;1.2.19 взята подписка о невыезде.
844;14.1.30 взята подписка о невыезде
845;4.1.20 взята подписка о невыезде.
846;в г.Одесса
847;на ст.Казань
848;в Омской обл
849;28.2.31 взята подписка о невыезде.
850;16.12.20 взята подписка о невыезде.
851;27.3.34 взята подписка о невыезде.
852;на ст. Лукоянов Казанской ж.д
853;20.9.21 взята подписка о невыезде.
854;20.3.30 взята подписка о невыезде.
855;5.5.33 взята подписка о невыезде.
856;24.2.30 взята подписка о невыезде.
857;13.3.24 освобожден на поруки.
858;15.10.30 взята подписка о невыезде.
859;26.10.29 Арестован
860;10.11.29 Арестован
861;22.9.20 взята подписка о невыезде.
862;26.2.30 Арестован
863;19.5.33 взята подписка о невыезде.
864;3.2.28 взята подписка о невыезде.
865;в Казани
866;в Нижегородской обл
867;17.2.37 взята подписка о невыезде.
868;в р-не аэропорта Казань
869;25.5.33 взята подписка о невыезде
870;29.5.31 взята подписка о невыезде.
871;11.9.29 освобожден под имущественное поручительство. # 15.10.29 арестован снова
872;6.7.38 взята подписка о невыезде.
873;27.4.30 взята подписка о невыезде.
874;31.12.37 взята подписка о невыезде.
875;7.5.33 взята подписка о невыезде.
876;23.11.18 Арестован
877;27.8.29 взята подписка о невыезде.
878;31.7.28 взята подписка о невыезде.
879;(16.9.41)
880;19.2.30 взята подписка о невыезде.
